,AXIS_SYMBOL,PAIR_SYMBOL,OPEN_DATE,SIGMA,OPEN_CAT,AXIS_SYMB_OPEN_PRI,AXIS_SYMB_LOT,AXIS_OPEN_MOUNT,PAIR_SYMB_OPEN_PRI,PAIR_SYMB_LOT,PAIR_OPEN_MOUNT,LOT_DIFF(%),CLOSE_DATE,OPEN_DAYS,CLOSE_CAT,AXIS_SYMB_CLOSE_PRI,PAIR_SYMB_CLOSE_PRI,AXIS_CLOSE_MOUNT,PAIR_CLOSE_MOUNT,TOTAL,COMMISSION_N,COMMISSION_CREDIT,PROFIT,PL
0,1820,8242,2017-05-16,2.22,SELL,2950,300,885000,1846.0,500,923000.0,4.29,2017-06-01,16,SL_MAX_DAY_OVER,3035,1854.0,910500,927000.0,-21500.0,1540.0000000000002,2378,-25418.0,-1.41
1,1820,8242,2017-07-20,2.03,SELL,3180,300,954000,1918.0,500,959000.0,0.52,2017-08-01,12,STOP_LOSS_OVER_RATIO,3160,1822.0,948000,911000.0,-42000.0,1540.0000000000002,1887,-45427.0,-2.37
2,1820,8242,2017-08-02,2.16,SELL,3215,300,964500,1865.0,500,932500.0,3.32,2017-08-14,12,STOP_PROFIT_OVER_RATIO,3180,1987.0,954000,993500.0,71500.0,1540.0000000000002,1871,68089.0,3.59
3,1820,8242,2017-12-06,-2.19,BUY,3205,300,961500,2222.0,400,888800.0,7.56,2017-12-22,16,SL_MAX_DAY_OVER,3150,2259.0,945000,903600.0,-31300.0,1540.0000000000002,2433,-35273.0,-1.91
4,1820,8242,2017-12-25,-2.16,BUY,3165,300,949500,2262.0,400,904800.0,4.71,2018-01-05,11,STOP_LOSS_OVER_RATIO,3200,2430.0,960000,972000.0,-56700.0,1540.0000000000002,1676,-59916.0,-3.23
5,1820,8242,2018-04-16,2.24,SELL,2849,300,854700,1947.0,400,778800.0,8.88,2018-05-02,16,SL_MAX_DAY_OVER,3015,2062.0,904500,824800.0,-3800.0,1540.0000000000002,2148,-7488.0,-0.46
6,1820,8242,2018-05-11,2.37,SELL,3150,300,945000,2071.0,500,1035500.0,9.58,2018-05-16,5,STOP_PROFIT_OVER_RATIO,3115,2053.0,934500,1026500.0,1500.0,1540.0000000000002,814,-854.0000000000002,-0.04
7,1820,8242,2018-05-17,2.36,SELL,3110,300,933000,2017.0,500,1008500.0,8.09,2018-05-29,12,STOP_LOSS_OVER_RATIO,3050,1879.0,915000,939500.0,-51000.0,1540.0000000000002,1915,-54455.0,-2.8
8,1820,8242,2018-05-30,2.45,SELL,3030,300,909000,1850.0,500,925000.0,1.76,2018-06-05,6,STOP_LOSS_OVER_RATIO,3255,1828.0,976500,914000.0,-78500.0,1540.0000000000002,904,-80944.0,-4.41
9,1820,8242,2018-06-06,2.52,SELL,3235,300,970500,1848.0,500,924000.0,4.79,2018-06-22,16,STOP_LOSS_OVER_RATIO,3100,1702.0,930000,851000.0,-32500.0,1540.0000000000002,2491,-36531.0,-1.93
10,1820,8242,2018-06-25,2.11,SELL,3120,300,936000,1699.0,600,1019400.0,8.91,2018-07-11,16,SL_MAX_DAY_OVER,3115,1713.0,934500,1027800.0,9900.0,1540.0000000000002,2571,5789.0,0.3
11,1820,8242,2018-11-16,-2.37,BUY,2599,300,779700,1920.0,400,768000.0,1.5,2018-11-20,4,STOP_LOSS_OVER_RATIO,2490,1937.0,747000,774800.0,-39500.0,1540.0000000000002,509,-41549.0,-2.68
12,1820,8242,2018-11-21,-3.27,BUY,2485,400,994000,1936.0,500,968000.0,2.62,2018-12-04,13,STOP_PROFIT_OVER_RATIO,2615,1915.0,1046000,957500.0,62500.0,1540.0000000000002,2096,58864.0,3.0
13,1820,8242,2019-05-08,2.69,SELL,2365,400,946000,1353.0,700,947100.0,0.12,2019-05-20,12,STOP_LOSS_OVER_RATIO,2179,1170.0,871600,819000.0,-53700.0,1540.0000000000002,1867,-57107.0,-3.02
14,1820,8242,2019-05-21,3.48,SELL,2163,400,865200,1158.0,700,810600.0,6.31,2019-05-24,3,STOP_PROFIT_OVER_RATIO,2081,1187.0,832400,830900.0,53100.0,1540.0000000000002,413,51147.0,3.05
