,AXIS_SYMBOL,PAIR_SYMBOL,OPEN_DATE,SIGMA,OPEN_CAT,AXIS_SYMB_OPEN_PRI,AXIS_SYMB_LOT,AXIS_OPEN_MOUNT,PAIR_SYMB_OPEN_PRI,PAIR_SYMB_LOT,PAIR_OPEN_MOUNT,LOT_DIFF(%),CLOSE_DATE,OPEN_DAYS,CLOSE_CAT,AXIS_SYMB_CLOSE_PRI,PAIR_SYMB_CLOSE_PRI,AXIS_CLOSE_MOUNT,PAIR_CLOSE_MOUNT,TOTAL,COMMISSION_N,COMMISSION_CREDIT,PROFIT,PL
0,4182,9810,2017-01-23,2.22,SELL,2140,400,856000,4610,200,922000,7.16,2017-02-06,14,STOP_PROFIT_OVER_RATIO,2123,4770,849200,954000,38800,1540.0000000000002,2046,35214.0,1.98
1,4182,9810,2017-02-13,2.1,SELL,2374,400,949600,4830,200,966000,1.7,2017-03-01,16,SL_MAX_DAY_OVER,2377,4855,950800,971000,3800,1540.0000000000002,2519,-259.0,-0.01
2,4182,9810,2017-03-09,2.02,SELL,2433,400,973200,4750,200,950000,2.44,2017-03-27,18,SL_MAX_DAY_OVER,2253,4610,901200,922000,44000,1540.0000000000002,2845,39615.0,2.06
3,4182,9810,2017-05-16,-2.04,BUY,2304,200,460800,5050,100,505000,8.75,2017-05-29,13,STOP_LOSS_OVER_RATIO,2189,5100,437800,510000,-28000,1166.0000000000002,1032,-30198.0,-3.13
4,4182,9810,2017-11-07,2.47,SELL,2987,200,597400,5890,100,589000,1.43,2017-11-17,10,STOP_LOSS_OVER_RATIO,3115,5670,623000,567000,-47600,1540.0000000000002,975,-50115.0,-4.22
5,4182,9810,2017-11-20,2.42,SELL,3000,200,600000,5590,100,559000,7.33,2017-11-27,7,STOP_LOSS_OVER_RATIO,3360,5720,672000,572000,-59000,1540.0000000000002,667,-61207.0,-5.28
6,4182,9810,2018-05-22,2.27,SELL,2929,200,585800,6260,100,626000,6.42,2018-06-01,10,STOP_LOSS_OVER_RATIO,2840,5600,568000,560000,-48200,1540.0000000000002,996,-50736.0,-4.19
7,4182,9810,2018-06-04,2.45,SELL,2849,200,569800,5770,100,577000,1.25,2018-06-15,11,STOP_PROFIT_OVER_RATIO,2740,5810,548000,581000,25800,1540.0000000000002,1037,23223.0,2.03
8,4182,9810,2018-10-31,-2.23,BUY,1873,500,936500,4830,200,966000,3.05,2018-11-02,2,STOP_LOSS_OVER_RATIO,1706,4965,853000,993000,-110500,1540.0000000000002,313,-112353.0,-5.91
9,4182,9810,2018-11-05,-3.11,BUY,1770,600,1062000,4940,200,988000,7.49,2018-11-21,16,SL_MAX_DAY_OVER,1810,5030,1086000,1006000,6000,1540.0000000000002,2696,1764.0,0.09
10,4182,9810,2019-03-06,-2.38,BUY,1671,600,1002600,4905,200,981000,2.2,2019-03-22,16,SL_MAX_DAY_OVER,1661,4780,996600,956000,19000,1540.0000000000002,2609,14851.0,0.75
11,4182,9810,2019-05-17,-2.37,BUY,1394,600,836400,4260,200,852000,1.83,2019-06-03,17,SL_MAX_DAY_OVER,1329,4160,797400,832000,-19000,1540.0000000000002,2359,-22899.0,-1.36
12,4182,9810,2019-08-08,-2.42,BUY,1220,700,854000,4085,200,817000,4.53,2019-08-26,18,SL_MAX_DAY_OVER,1187,3975,830900,795000,-1100,1540.0000000000002,2472,-5112.0,-0.31
